item_id,item_name,store_id,store_name,original_price,price,category,stock_0930,stock_1630,stock_2030,change_2_1,change_3_2,change_3_1
6985f93a08f58a8cb08725e0,Chicken & Vegetables In Spicy Salsa,5ccc4fa913ed23170c14db03,Unknown,10.0,5.0,Meat,,4,,,,
6985f9407cb9dc7d14934d3e,Montana's BBQ & Bar Chicken & Vegetables in spicy salsa,5ccc4fa913ed23170c14db03,Unknown,10.0,5.0,Meat,,8,,,,
6985faec08f58a8cb087af72,"Bologna, Sliced",5ccc4fa913ed23170c14db03,Unknown,5.0,2.5,Deli,,3,,,,
6985fb36266c937661ab8af6,Cornmeal Back Bacon Extra Lean,5ccc4fa913ed23170c14db03,Unknown,9.0,4.5,Meat,,3,,,,
698617b7ccafe934a23969f9,Knorr Beef,5fa2e792eb077d102ffcccd1,Unknown,2.0,1.0,Grocery,,21,,,,
698628e91860f42bfb47a4f8,"2% Minigo Duo Variety Pack, Blueberry-Strawberry/ Strawberry-Banana/ Banana-Blueberry Flavour ,6ct",5ccc4fa913ed23170c14dadd,Unknown,5.79,2.89,Centre of Store,,1,,,,
69862b7a1860f42bfb48cc53,SCHN SUMMER SAUSAGE,5ccc4fa913ed23170c14db03,Unknown,6.0,3.0,Deli,,1,,,,
69862c9a43e84cfde96e7f6f,Smoked Honey Maple Ham,5fa2e792eb077d102ffcccce,Unknown,3.75,0.99,Deli,,2,,,,
6986364df313630505fe4237,FM Carrott Cake,61548ce3e7112f0e5b073164,Unknown,5.0,2.5,Bakery,,2,,,,
698637e4cdf3ac47e4c68346,PC Organic Tortillas,61548ce3e7112f0e5b073164,Unknown,3.5,0.99,Bakery,,3,,,,
69864249ccafe934a2488a46,PureBites Mid Size Treats - Beef & Cheese | Size: 250,63cef866290ecaebc6d392ff,Unknown,28.99,14.49,Dog Supplies,,4,,,,
6986555df313630505083e95,"Yogurt Raisins, Vanilla",5fa2e792eb077d102ffcccce,Unknown,4.49,2.24,Centre of Store,,2,,,,
69873907f31363050524ea8b,Mixed Produce Box #600,5fa2e792eb077d102ffcccce,Unknown,3.0,3.0,Produce,,32,,,,
69874fdaccafe934a2740a86,apki Pasand cake rusk original,620d1d6410da110df3ef147b,Unknown,4.5,2.25,Bakery,,50,,,,
69875408743d5b3c304a877e,Sliced Pork Belly Korean Style,5ccc4fa913ed23170c14db03,Unknown,13.49,6.74,Meat,,4,,,,
698756211860f42bfb8939d9,"Veal Inside Round Cutlet, Grain Fed",5ccc4fa913ed23170c14db03,Unknown,22.51,11.25,Meat & Seafood,,1,,,,
698756321860f42bfb8942f5,"Veal Inside Round Cutlet, Grain Fed",5ccc4fa913ed23170c14db03,Unknown,23.42,11.71,Meat & Seafood,,1,,,,
69875643ccafe934a2765a87,"Veal Inside Round Cutlet, Grain Fed",5ccc4fa913ed23170c14db03,Unknown,21.7,10.85,Meat & Seafood,,1,,,,
698761b81860f42bfb8f0f03,Potato Crisps Barbecue Flavour,620d1d6410da110df3ef147b,Unknown,2.88,1.44,Centre of Store,,25,,,,
69876240743d5b3c30501412,Potato Crisps Original Flavour,620d1d6410da110df3ef147b,Unknown,2.88,1.44,Centre of Store,,13,,,,
69876266743d5b3c30502094,Potato Crisps Hot & Spicy Flavour,620d1d6410da110df3ef147b,Unknown,2.88,1.44,Centre of Store,,47,,,,
69877389b6083324ab93308c,Raspberry Pint,5fac3e09d7528a3c966b13cd,Unknown,7.99,2.99,Produce,,8,,,,
698781d389dc00ce4835b665,"Cheese, Double Cream Brie",5ccc4fa913ed23170c14dadd,Unknown,14.99,7.0,Deli,,4,,,,
6987873100585416b9141463,"Pepperettes Sausage Sticks, European",5ccc4fa913ed23170c14db03,Unknown,12.0,6.0,Deli,,3,,,,
6987923ae5de2b13bbff7eba,Free From Smoked Black Forest Ham,5fa2e7544d6a672e1136bfbf,Unknown,8.0,1.0,Deli,,5,,,,
69879279e5de2b13bbff908d,Soft Surface Ripened Cheese Double Crème 28% M.F.,5fa2e7544d6a672e1136bfbf,Unknown,6.49,4.0,Deli,,3,,,,
698792cddbce420b403cc08e,Black Forest Ham Slices Club Pack,5fa2e7544d6a672e1136bfbf,Unknown,11.5,7.0,Deli,,1,,,,
698792e5dbce420b403cc878,Cooked Seasoned Roast Beef,5fa2e7544d6a672e1136bfbf,Unknown,7.5,5.0,Deli,,2,,,,
6987933de5de2b13bbffd317,Fresh Mozzarella Ball,5fa2e7544d6a672e1136bfbf,Unknown,7.49,5.5,Deli,,3,,,,
6988eb2bb6083324abed0c43,Mixed Produce Box #106,5ccc4fa913ed23170c14dadd,Unknown,5.0,5.0,Produce,,1,,,,
6988f22a00c75e93fc429785,Hamburger Helper Pasta Kit Stroganoff,5fa2e792eb077d102ffcccce,Unknown,2.29,0.75,Centre of Store,,3,,,,
6989098ab6083324abf7057c,Vegetable Chips Screamin' Hot,5fa2e792eb077d102ffcccce,Unknown,6.0,3.0,Centre of Store,,4,,,,
69890a31e5de2b13bb49e47e,Salt & Vinegar,5fa2e792eb077d102ffcccce,Unknown,6.0,1.5,Centre of Store,,7,,,,
69892102e5de2b13bb4e78e9,Mixed Produce Box #701,5fa2e792eb077d102ffcccce,Unknown,6.0,6.0,Produce,,1,,,,
69892112b6083324abfc789c,Mixed Produce Box #702,5fa2e792eb077d102ffcccce,Unknown,6.0,6.0,Produce,,1,,,,
69892142b6083324abfc81fc,Mixed Produce Box #706,5fa2e792eb077d102ffcccce,Unknown,5.0,5.0,Produce,,1,,,,
698921dbe5de2b13bb4e9aa5,Mixed Produce Box #708,5fa2e792eb077d102ffcccce,Unknown,5.0,5.0,Produce,,1,,,,
698921e489dc00ce488d077e,Mixed Produce Box #709,5fa2e792eb077d102ffcccce,Unknown,5.0,5.0,Produce,,1,,,,
698922f4b6083324abfcd6c0,Mixed Produce Box #715,5fa2e792eb077d102ffcccce,Unknown,5.0,5.0,Produce,,1,,,,
6989239900585416b9684b77,Mixed Produce Box #721,5fa2e792eb077d102ffcccce,Unknown,7.5,7.5,Produce,,1,,,,
6989254289dc00ce488da89f,Mixed Produce Box #725,5fa2e792eb077d102ffcccce,Unknown,5.0,5.0,Produce,,1,,,,
69893a4dfa93dd8faddb9d2c,Veggie Box #727,5fa2e792eb077d102ffcccce,Unknown,7.0,7.0,Produce,,1,,,,
69893a57e5de2b13bb524823,Veggie Box #728,5fa2e792eb077d102ffcccce,Unknown,7.0,7.0,Produce,,1,,,,
69893a6b00c75e93fc51afec,Veggie Box #729,5fa2e792eb077d102ffcccce,Unknown,7.0,7.0,Produce,,1,,,,
69893a7789dc00ce4890d57d,Veggie Box #730,5fa2e792eb077d102ffcccce,Unknown,7.0,7.0,Produce,,1,,,,
6989d5f4fa93dd8fade4fff0,Mere Michel Bacon 375g,5fac3e05d7528a3c966b13b2,Unknown,9.99,4.99,Meat,,1,,,,
6989e62089dc00ce489fe632,Decaffeinated Ground Coffee Classic Decaf,5fa2e792eb077d102ffcccce,Unknown,19.49,8.0,Centre of Store,,3,,,,
6989e990fa93dd8fadec0d72,pineapple,61548ce3e7112f0e5b073164,Unknown,3.99,1.99,Produce,,10,,,,
6989ea5be5de2b13bb62a88a,cantaloupe,61548ce3e7112f0e5b073164,Unknown,1.99,0.5,Produce,,2,,,,
6989ea8b89dc00ce48a1978a,Mixed Produce Box #319,61548ce3e7112f0e5b073164,Unknown,5.0,5.0,Produce,,1,,,,
6989eaab89dc00ce48a1a011,"Monster Cookie Dough with Candy Pieces, Peanut Butter & Chocolate Chips, Ready to Bake, 12 ct",5fa2e792eb077d102ffcccce,Unknown,4.79,1.5,Centre of Store,,7,,,,
6989ec40fa93dd8fadecde74,Veggie Box #905,61548ce3e7112f0e5b073164,Unknown,5.0,5.0,Produce,,1,,,,
6989ec50b6083324ab1526f3,Veggie Box #904,61548ce3e7112f0e5b073164,Unknown,5.0,5.0,Produce,,1,,,,
6989edd4e5de2b13bb63f136,Whole White Mushrooms,5fac3e09d7528a3c966b13cd,Unknown,2.49,0.5,Fruits & Vegetables,,39,,,,
6989eddee5de2b13bb63f4f4,Naturaly Imperfect White Mushrooms,5fac3e09d7528a3c966b13cd,Unknown,5.0,1.0,Mushrooms,,5,,,,
6989f07be5de2b13bb64d1a3,Organics Roasted Red Pepper Hummus,5f2cdb2b9108010bf40533ee,Unknown,5.0,2.5,Deli,,7,,,,
6989f15b00c75e93fc64730f,Shanghai Bok Choy Jr. (SOLD BY EACH),5fac3e09d7528a3c966b13cd,Unknown,6.0,2.5,Produce,,13,,,,
6989f75ab6083324ab1a57c9,Fruit Box #800,5fac3e05d7528a3c966b13b2,Unknown,1.5,1.5,Produce,,1,,,,
6989f93f00c75e93fc67699d,Fruit Box #823,5fac3e05d7528a3c966b13b2,Unknown,1.5,1.5,Produce,,1,,,,
6989f9cc89dc00ce48a78f1f,Pad Thai Cooking Kit 3 Step,629cec56061cc26b59532732,Unknown,5.79,2.89,Centre of Store,,5,,,,
698a0a2bfa93dd8fadf80ba9,Pepperoni Pizza Hand Stretched,5fa2e7544d6a672e1136bfbf,Unknown,7.5,1.0,HMR,,1,,,,
698a0b5ffa93dd8fadf87765,Lemon Poppyseed Muffins,629cec56061cc26b59532732,Unknown,5.0,2.0,Bakery,,3,,,,
698a0be289dc00ce48ae4f9b,Mild Italian Ground Pork Sausage Meat,5fa2e792eb077d102ffcccce,Unknown,7.5,2.0,Meat,,5,,,,
698a0fe6b6083324ab256dd6,Oil and Vinegar Coleslaw,5fa2e7544d6a672e1136bfbf,Unknown,3.0,1.0,Salads & Soups,,4,,,,
